부산교통공사,3호선,수영,129.11459,35.167753
부산교통공사,3호선,망미(병무청),129.108225,35.171528
부산교통공사,3호선,배산,129.095498,35.173504
부산교통공사,3호선,물만골,129.085748,35.176808
부산교통공사,3호선,연산,129.081526,35.186173
부산교통공사,3호선,거제(법원·검찰청),129.073941,35.188589
부산교통공사,3호선,종합운동장,129.067504,35.19125
부산교통공사,3호선,사직,129.064996,35.198998
부산교통공사,3호선,미남,129.068061,35.205503
부산교통공사,3호선,만덕,129.036527,35.213
부산교통공사,3호선,남산정(부산폴리텍대학),129.023928,35.21334
부산교통공사,3호선,숙등(부민병원),129.012749,35.21197
부산교통공사,3호선,덕천(부산과기대),129.005671,35.210215
부산교통공사,3호선,구포,128.996366,35.206697
부산교통공사,3호선,강서구청,128.981756,35.211247
부산교통공사,3호선,체육공원,128.9696515,35.212577
부산교통공사,3호선,대저,128.9610488,35.213386
